Player,Team,AGE,GP,W,L,MIN,PTS,FGA,FG%,3PA,3P%,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,Year,累積前三隊,當年有無入選,勝率,position,DFG_percent,DIFF_percent,Pos,Final_Position,是否首次入選
Jaylen Hoard,OKC,23,7,2,5,34.2,14.7,12.9,48.9,3.6,36.0,2.0,42.9,4.3,7.7,12.0,2.4,1.1,0.9,0.7,2.0,36.3,4,0,-12.4,2022,0,False,0.29,F,56.1,0.1,,F,False
Will Barton,DEN,31,71,41,30,32.1,14.7,12.6,43.8,6.1,36.5,1.8,80.3,0.6,4.2,4.8,3.9,1.8,0.8,0.4,1.6,28.1,1,0,1.4,2022,0,False,0.58,G,61.6,3.3,,G,False
Bobby Portis,MIL,27,72,46,26,28.2,14.6,12.1,47.9,4.7,39.3,1.6,75.2,2.5,6.6,9.1,1.2,1.3,0.7,0.7,2.4,30.4,24,0,4.4,2022,0,False,0.64,F,55.0,-4.6,,F,False
Tim Hardaway Jr.,DAL,30,42,24,18,29.6,14.2,12.6,39.4,7.2,33.6,2.5,75.7,0.3,3.4,3.7,2.2,0.8,0.9,0.1,1.8,24.3,0,0,0.9,2022,0,False,0.57,G-F,61.0,3.3,,G-F,False
Mikal Bridges,PHX,25,82,64,18,34.8,14.2,10.5,53.4,3.8,36.9,1.9,83.4,0.9,3.3,4.2,2.3,0.8,1.2,0.4,1.8,26.6,0,0,7.0,2022,0,False,0.78,F,58.3,0.2,,F,False
Evan Fournier,NYK,29,80,36,44,29.5,14.1,12.1,41.7,7.7,38.9,1.4,70.8,0.4,2.2,2.6,2.1,1.3,1.0,0.3,2.3,22.8,0,0,-1.2,2022,0,False,0.45,G-F,61.6,3.9,,G-F,False
Malik Monk,LAL,24,76,32,44,28.1,13.8,10.9,47.3,5.8,39.1,1.5,79.5,0.5,2.9,3.4,2.9,1.6,0.8,0.4,1.8,24.1,1,0,0.7,2022,0,False,0.42,G,60.1,2.1,,G,False
Spencer Dinwiddie,DAL,29,67,38,29,29.6,13.7,11.0,41.6,4.9,33.9,3.8,77.4,0.7,3.5,4.2,5.2,1.6,0.7,0.2,2.2,27.5,7,1,-0.7,2022,0,False,0.57,G,58.5,0.9,,G,False
Mike Conley,UTA,34,72,44,28,28.6,13.7,11.0,43.5,5.8,40.8,2.3,79.6,0.7,2.4,3.0,5.3,1.7,1.3,0.3,2.0,28.5,2,0,4.8,2022,0,False,0.61,G,55.5,-2.0,,G,False
Kevin Love,CLE,33,74,38,36,22.5,13.6,10.3,43.0,6.4,39.2,2.7,83.8,1.2,6.1,7.2,2.2,1.3,0.4,0.2,1.4,26.0,15,0,1.3,2022,2,False,0.51,F-C,55.0,-3.9,,F-C,False
Dennis Schroder,HOU,28,64,32,32,28.7,13.5,11.3,43.1,3.9,34.4,2.9,85.3,0.5,2.8,3.3,4.6,2.2,0.8,0.1,2.4,25.1,1,0,-0.5,2022,0,False,0.5,G,57.3,0.5,,G,False
Jakob Poeltl,SAS,26,68,30,38,29.0,13.5,9.8,61.8,0.0,100.0,2.8,49.5,3.9,5.5,9.3,2.8,1.6,0.7,1.7,3.1,34.4,28,0,1.7,2022,0,False,0.44,C,52.7,-7.0,,C,False
Eric Gordon,HOU,33,57,19,38,29.3,13.4,9.9,47.5,5.3,41.2,2.4,77.8,0.3,1.7,2.0,2.7,1.9,0.5,0.3,1.1,20.4,0,0,-3.1,2022,0,False,0.33,G,54.8,-3.3,,G,False
Kyle Lowry,MIA,36,63,41,22,33.9,13.4,10.0,44.0,6.1,37.7,2.8,85.1,0.5,4.0,4.5,7.5,2.7,1.1,0.3,2.8,31.4,16,2,4.0,2022,1,False,0.65,G,62.2,3.8,,G,False
De'Andre Hunter,ATL,24,53,28,25,29.8,13.4,10.8,44.2,3.7,37.9,3.1,76.5,0.5,2.8,3.3,1.3,1.3,0.7,0.4,2.9,21.2,2,0,0.5,2022,0,False,0.53,F-G,56.2,-2.0,,F-G,False
Carmelo Anthony,LAL,37,69,27,42,26.0,13.3,10.5,44.1,5.8,37.5,2.3,83.0,0.9,3.3,4.2,1.0,0.9,0.7,0.8,2.4,23.3,1,0,-1.3,2022,6,False,0.39,F,58.3,-0.6,,F,False
Derrick White,BOS,27,75,40,35,29.3,13.2,10.7,42.1,4.9,31.2,3.1,86.4,0.5,3.0,3.5,4.9,1.6,0.9,0.8,2.3,28.0,2,0,2.7,2022,0,False,0.53,G,52.3,-6.3,,G,False
Kentavious Caldwell-Pope,WAS,29,77,34,43,30.2,13.2,10.8,43.5,5.3,39.0,2.0,89.0,0.5,2.9,3.4,1.9,1.3,1.1,0.3,1.8,23.1,2,0,-3.0,2022,0,False,0.44,G,60.4,2.5,,G,False
Montrezl Harrell,CHA,28,71,36,35,23.1,13.1,7.8,64.5,0.2,23.5,4.2,71.6,2.1,4.0,6.1,2.0,1.0,0.4,0.6,1.9,25.5,7,0,1.2,2022,0,False,0.51,F-C,58.3,-1.4,,F-C,False
Chris Duarte,IND,24,55,21,34,28.0,13.1,11.3,43.2,4.6,36.9,2.0,80.4,0.7,3.4,4.1,2.1,1.6,1.0,0.2,1.7,23.1,0,0,-1.0,2022,0,False,0.38,G,55.6,-2.2,,G,False
Ricky Rubio,IND,31,34,20,14,28.5,13.1,12.1,36.3,5.1,33.9,3.0,85.4,0.4,3.7,4.1,6.6,2.6,1.4,0.2,2.2,30.3,5,0,5.4,2022,0,False,0.59,G,51.4,-5.7,,G,False
Lonzo Ball,CHI,24,35,22,13,34.6,13.0,10.9,42.3,7.4,42.3,0.8,75.0,1.0,4.4,5.4,5.1,2.3,1.8,0.9,2.4,32.9,3,1,2.3,2022,0,False,0.63,G,53.9,-3.8,,G,False
LaMarcus Aldridge,BKN,36,47,26,21,22.3,12.9,9.7,55.0,1.0,30.4,2.2,87.3,1.6,3.9,5.5,0.9,0.9,0.3,1.0,1.7,23.8,2,0,0.4,2022,5,False,0.55,C-F,52.8,-6.7,,C-F,False
Brandon Williams,POR,22,24,2,22,26.7,12.9,11.8,37.2,4.4,29.2,4.0,70.1,0.8,2.3,3.1,3.9,2.4,1.0,0.4,2.2,24.3,2,0,-11.3,2022,0,False,0.08,G,56.5,0.4,,G,False
Myles Turner,IND,26,42,15,27,29.4,12.9,9.4,50.9,4.4,33.3,2.5,75.2,1.5,5.5,7.1,1.0,1.3,0.7,2.8,2.8,32.1,9,0,-0.3,2022,0,False,0.36,C-F,53.2,-7.3,,C-F,False
Coby White,CHI,22,61,32,29,27.5,12.7,10.6,43.3,5.8,38.5,1.5,85.7,0.3,2.7,3.0,2.9,1.1,0.5,0.2,2.2,21.4,1,0,-0.6,2022,0,False,0.52,G,58.5,1.6,,G,False
Monte Morris,DEN,26,75,44,31,29.9,12.6,10.3,48.4,4.2,39.5,1.1,86.9,0.4,2.7,3.0,4.4,1.0,0.7,0.2,1.2,24.6,0,0,3.8,2022,0,False,0.59,G,63.4,6.3,,G,False
Josh Giddey,OKC,19,54,17,37,31.5,12.5,12.4,41.9,3.9,26.3,1.5,70.9,1.8,6.0,7.8,6.4,3.2,0.9,0.4,1.6,32.2,16,4,-5.5,2022,0,False,0.31,G,54.5,-4.1,,G,False
Cameron Johnson,PHX,26,66,50,16,26.2,12.5,9.2,46.0,5.9,42.5,1.7,86.0,0.6,3.5,4.1,1.5,0.7,0.9,0.2,1.7,22.3,0,0,3.3,2022,0,False,0.76,F,53.3,-4.5,,F,False
Brook Lopez,MIL,34,13,10,3,23.0,12.4,10.1,46.6,4.1,35.8,1.8,87.0,1.5,2.6,4.1,0.5,0.9,0.6,1.2,2.6,22.4,0,0,-0.5,2022,0,False,0.77,C,47.1,-13.3,,C,False
Victor Oladipo,MIA,29,8,4,4,21.6,12.4,9.1,47.9,4.5,41.7,2.4,73.7,0.4,2.5,2.9,3.5,2.0,0.6,0.1,1.6,21.3,1,0,-0.6,2022,1,False,0.5,G,50.0,-10.0,,G,False
Devin Vassell,SAS,21,71,29,42,27.3,12.3,10.8,42.7,5.4,36.1,1.4,83.8,0.6,3.7,4.3,1.9,0.8,1.1,0.6,2.0,24.5,1,0,0.5,2022,0,False,0.41,G-F,56.2,-1.7,,G-F,False
Lonnie Walker IV,SAS,23,70,27,43,23.0,12.1,10.9,40.7,5.0,31.4,2.1,78.4,0.3,2.3,2.6,2.2,1.0,0.6,0.3,1.4,20.2,0,0,-1.1,2022,0,False,0.39,G-F,54.9,-2.8,,G-F,False
Marcus Smart,BOS,28,71,47,24,32.3,12.1,10.1,41.8,5.1,33.1,2.5,79.3,0.6,3.2,3.8,5.9,2.2,1.7,0.3,2.3,29.0,2,0,6.2,2022,0,False,0.66,G,59.9,2.3,,G,False
Malik Beasley,MIN,25,79,46,33,25.0,12.1,10.8,39.1,8.1,37.7,0.8,81.7,0.3,2.5,2.9,1.5,0.5,0.5,0.2,1.1,19.3,0,0,1.0,2022,0,False,0.58,G,60.5,2.3,,G,False
Kevin Huerter,ATL,23,74,40,34,29.6,12.1,10.3,45.4,5.6,38.9,0.7,80.8,0.4,3.0,3.4,2.7,1.2,0.7,0.4,2.5,22.3,1,0,2.3,2022,0,False,0.54,G-F,60.2,2.9,,G-F,False
Derrick Rose,NYK,33,26,11,15,24.5,12.0,10.5,44.5,3.5,40.2,1.2,96.8,0.8,2.2,3.0,4.0,1.5,0.8,0.5,0.6,23.9,0,0,3.5,2022,1,False,0.42,G,45.6,-11.1,,G,False
Luke Kennard,LAC,25,70,35,35,27.4,11.9,9.1,44.9,6.0,44.9,1.1,89.6,0.3,3.0,3.3,2.1,0.9,0.6,0.1,1.4,20.2,1,0,2.6,2022,0,False,0.5,G,56.0,-1.8,,G,False
Devonte' Graham,NOP,27,76,34,42,28.4,11.9,10.7,36.3,7.4,34.1,1.8,84.3,0.5,1.8,2.3,4.2,1.4,0.9,0.2,1.3,22.8,0,0,0.5,2022,0,False,0.45,G,62.2,5.1,,G,False
Jae'Sean Tate,HOU,26,78,19,59,26.4,11.8,9.3,49.8,2.6,31.2,2.4,70.7,1.7,3.7,5.4,2.8,1.8,0.9,0.5,3.7,25.1,7,0,-5.2,2022,0,False,0.24,F,57.4,-1.6,,F,False
Jalen Suggs,ORL,20,48,16,32,27.2,11.8,11.4,36.1,4.1,21.4,3.4,77.3,0.5,3.0,3.6,4.4,3.0,1.2,0.4,3.0,24.5,2,0,-4.3,2022,0,False,0.33,G,52.8,-5.7,,G,False
Danilo Gallinari,ATL,33,66,35,31,25.3,11.7,9.0,43.4,4.5,38.1,2.4,90.4,0.5,4.1,4.7,1.5,0.6,0.4,0.2,1.4,20.8,2,0,1.6,2022,0,False,0.53,F,63.6,4.5,,F,False
Alec Burks,NYK,30,81,37,44,28.6,11.7,9.0,39.1,4.8,40.4,3.3,82.2,0.6,4.3,4.9,3.0,1.1,1.0,0.3,2.7,24.9,2,0,1.5,2022,0,False,0.46,G,60.3,1.7,,G,False
Kemba Walker,NYK,31,37,16,21,25.6,11.6,10.0,40.3,5.4,36.7,1.9,84.5,0.4,2.6,3.0,3.5,1.3,0.7,0.2,1.0,21.9,1,1,-4.9,2022,1,False,0.43,G,62.3,4.6,,G,False
Cameron Oliver,ATL,25,2,1,1,21.7,11.5,7.5,66.7,1.5,33.3,1.5,66.7,1.0,2.0,3.0,1.5,0.0,0.5,0.5,2.5,20.4,0,0,-1.0,2022,0,False,0.5,F,58.3,-6.1,,F,False
Davion Mitchell,SAC,23,75,28,47,27.7,11.5,11.2,41.8,4.3,31.6,1.1,65.9,0.4,1.8,2.2,4.2,1.5,0.7,0.3,1.9,22.0,3,0,-3.7,2022,0,False,0.37,G,54.6,-2.9,,G,False
Patty Mills,BKN,33,81,44,37,29.0,11.4,9.8,40.8,7.0,40.0,0.7,81.4,0.2,1.7,1.9,2.3,0.9,0.6,0.2,1.4,18.7,0,0,1.4,2022,0,False,0.54,G,59.5,2.1,,G,False
Doug McDermott,SAS,30,51,21,30,24.0,11.3,9.1,46.2,5.0,42.2,1.0,78.4,0.4,1.9,2.3,1.3,0.8,0.3,0.1,1.5,16.2,0,0,-0.7,2022,0,False,0.41,F,65.2,7.1,,F,False
Rui Hachimura,WAS,24,42,16,26,22.5,11.3,9.1,49.1,2.9,44.7,1.6,69.7,0.6,3.2,3.8,1.1,0.8,0.5,0.2,1.3,19.1,0,0,-3.0,2022,0,False,0.38,F,61.7,1.7,,F,False
Immanuel Quickley,NYK,22,78,35,43,23.1,11.3,9.3,39.2,5.1,34.6,2.6,88.1,0.4,2.8,3.2,3.5,1.3,0.7,0.0,2.1,21.3,4,2,3.4,2022,0,False,0.45,G,50.2,-5.6,,G,False
Joe Harris,BKN,30,14,10,4,30.2,11.3,8.9,45.2,6.3,46.6,0.4,83.3,0.4,3.6,4.0,1.0,1.1,0.5,0.1,2.2,18.4,0,0,1.1,2022,0,False,0.71,G-F,55.7,-2.7,,G-F,False
Marvin Bagley III,DET,23,48,17,31,23.9,11.3,9.3,50.4,2.0,23.7,2.1,66.3,2.2,4.9,7.0,0.8,0.8,0.5,0.4,1.9,22.5,7,0,-2.8,2022,0,False,0.35,F,54.5,-5.3,,F,False
Gary Harris,ORL,27,61,16,45,28.4,11.1,9.1,43.4,5.0,38.4,1.6,87.4,0.6,1.4,2.0,1.8,1.0,1.0,0.1,1.8,18.5,0,0,-3.4,2022,0,False,0.26,G,56.1,-1.6,,G,False
Grayson Allen,MIL,26,66,43,23,27.3,11.1,8.6,44.8,5.9,40.9,1.1,86.5,0.5,2.9,3.4,1.5,0.7,0.7,0.3,1.5,19.7,0,0,3.5,2022,0,False,0.65,G,55.7,-2.0,,G,False
Clint Capela,ATL,27,74,40,34,27.6,11.1,8.2,61.3,0.0,0.0,2.3,47.3,3.8,8.1,11.9,1.2,0.6,0.7,1.3,2.2,32.6,35,0,1.7,2022,0,False,0.54,C,57.0,-3.2,,C,False
Dorian Finney-Smith,DAL,28,80,51,29,33.0,11.0,8.7,47.1,5.4,39.5,1.0,67.5,1.5,3.2,4.7,1.9,1.0,1.1,0.5,2.3,23.2,1,0,3.0,2022,0,False,0.64,F,57.0,-1.7,,F,False
Zavier Simpson,OKC,25,4,1,3,43.5,11.0,13.0,36.5,2.0,12.5,1.3,100.0,0.5,4.8,5.3,7.5,2.5,1.3,1.0,3.8,32.8,0,0,-23.8,2022,0,False,0.25,G,50.0,-7.6,,G,False
Hamidou Diallo,DET,23,58,14,44,21.9,11.0,9.1,49.6,1.6,24.7,2.4,65.0,1.2,3.6,4.8,1.3,1.0,1.2,0.3,2.5,22.1,5,0,-3.6,2022,0,False,0.24,G,54.5,-4.8,,G,False
Duncan Robinson,MIA,28,79,52,27,25.9,10.9,9.2,39.9,7.9,37.2,0.8,83.6,0.3,2.3,2.6,1.6,0.8,0.5,0.2,2.5,17.8,0,0,1.3,2022,0,False,0.66,F,59.6,1.3,,F,False
De'Anthony Melton,MEM,23,73,49,24,22.7,10.8,9.5,40.4,5.1,37.4,1.6,75.0,0.9,3.6,4.5,2.7,1.5,1.4,0.5,1.8,24.6,2,0,3.0,2022,0,False,0.67,G,58.7,0.8,,G,False
Markelle Fultz,ORL,23,18,6,12,20.0,10.8,9.7,47.4,0.9,23.5,1.7,80.6,0.2,2.5,2.7,5.5,2.2,1.1,0.3,1.2,24.3,1,0,-2.1,2022,0,False,0.33,G,60.3,4.0,,G,False
Darius Bazley,OKC,21,69,19,50,27.9,10.8,9.4,42.2,3.9,29.7,2.5,68.8,1.0,5.3,6.3,1.4,1.3,0.8,1.0,1.0,24.7,7,0,-6.8,2022,0,False,0.28,F,62.1,2.6,,F,False
Cameron Payne,PHX,27,58,46,12,22.0,10.8,10.1,40.9,3.6,33.6,1.5,84.3,0.4,2.6,3.0,4.9,1.8,0.7,0.3,2.1,22.9,3,0,2.6,2022,0,False,0.79,G,62.1,3.6,,G,False
Terance Mann,LAC,25,81,41,40,28.6,10.8,8.5,48.4,2.6,36.5,2.0,78.0,1.3,4.0,5.2,2.6,1.0,0.7,0.3,2.2,22.7,6,0,0.8,2022,0,False,0.51,G-F,54.9,-2.6,,G-F,False
Cedi Osman,CLE,27,66,37,29,22.1,10.7,8.7,43.2,5.4,35.7,2.0,66.4,0.4,1.8,2.2,2.0,1.0,0.8,0.2,1.9,18.3,0,0,-0.9,2022,0,False,0.56,F,60.3,3.3,,F,False
Melvin Frazier Jr.,OKC,25,3,0,3,39.9,10.7,16.0,27.1,7.0,4.8,2.3,71.4,1.7,2.7,4.3,0.3,1.0,0.3,0.0,2.7,16.4,0,0,-30.7,2022,0,False,0.0,G-F,69.2,12.1,,G-F,False
Mo Bamba,ORL,23,71,19,52,25.7,10.6,8.7,48.0,4.0,38.1,1.0,78.1,2.1,6.0,8.1,1.2,1.1,0.5,1.7,2.6,27.6,20,0,-5.3,2022,0,False,0.27,C,54.3,-5.7,,C,False
Nickeil Alexander-Walker,UTA,23,65,29,36,22.6,10.6,10.5,37.2,5.2,31.1,1.7,74.3,0.6,2.3,2.9,2.4,1.4,0.7,0.4,1.6,19.5,2,0,-1.7,2022,0,False,0.45,G,61.0,2.7,,G,False
Max Strus,MIA,26,68,46,22,23.3,10.6,8.3,44.1,6.5,41.0,0.8,79.2,0.4,2.6,3.0,1.4,0.8,0.4,0.2,1.7,17.3,0,0,2.5,2022,0,False,0.68,G-F,60.7,2.2,,G-F,False
Frank Jackson,DET,23,53,9,44,22.0,10.6,9.1,40.2,5.3,30.8,2.0,82.7,0.4,1.3,1.6,1.0,0.7,0.5,0.2,1.7,15.4,0,0,-3.5,2022,0,False,0.17,G,59.2,2.6,,G,False
Frank Kaminsky,PHX,29,9,8,1,20.1,10.6,7.3,54.5,1.7,33.3,2.2,90.0,1.2,3.3,4.6,1.4,0.6,0.9,0.8,1.6,22.6,0,0,4.3,2022,0,False,0.89,F-C,50.0,-6.4,,F-C,False
Trey Lyles,SAC,26,75,19,56,20.5,10.5,7.5,46.6,2.8,32.1,3.2,80.2,1.2,3.9,5.1,1.2,1.0,0.4,0.4,1.6,19.8,3,0,-3.0,2022,0,False,0.25,F,61.5,2.2,,F,False
Tre Mann,OKC,21,60,17,43,22.8,10.4,9.8,39.3,4.5,36.0,1.4,79.3,0.4,2.4,2.9,1.5,1.2,0.8,0.2,1.7,17.9,0,0,-4.6,2022,0,False,0.28,G,59.6,2.5,,G,False
Brandon Clarke,MEM,25,64,44,20,19.5,10.4,7.0,64.4,0.3,22.7,2.0,65.4,2.1,3.2,5.3,1.3,0.5,0.6,1.1,1.9,23.3,4,0,2.8,2022,0,False,0.69,F,49.4,-8.2,,F,False
Richaun Holmes,SAC,28,45,16,29,23.9,10.4,6.7,66.0,0.1,40.0,2.0,77.8,2.1,5.0,7.0,1.1,1.2,0.4,0.9,2.8,23.1,8,0,-3.0,2022,0,False,0.36,F,51.9,-7.1,,F,False
Terence Davis,SAC,24,30,11,19,17.9,10.4,8.9,42.3,5.0,32.9,1.5,81.8,0.4,2.8,3.1,1.3,1.1,0.8,0.4,2.3,18.6,0,0,2.0,2022,0,False,0.37,G,60.4,3.5,,G,False
Ivica Zubac,LAC,25,76,40,36,24.4,10.3,6.5,62.6,0.0,0.0,3.0,72.7,2.9,5.6,8.5,1.6,1.5,0.5,1.0,2.7,25.8,25,0,-1.7,2022,0,False,0.53,C,53.0,-6.8,,C,False
Jeff Green,DEN,35,75,44,31,24.7,10.3,7.1,52.4,2.2,31.5,2.6,83.3,0.5,2.5,3.1,1.3,0.9,0.4,0.4,2.0,17.2,1,0,0.8,2022,0,False,0.59,F,61.5,2.3,,F,False
P.J. Washington,CHA,23,65,33,32,27.2,10.3,8.2,47.0,4.6,36.5,1.2,71.6,1.3,3.9,5.2,2.3,1.3,0.9,0.9,2.3,24.1,3,0,2.2,2022,0,False,0.51,F,56.7,-2.6,,F,False
Josh Richardson,SAS,28,65,38,27,24.6,10.2,8.2,43.8,3.8,41.5,1.7,88.9,0.6,2.2,2.8,1.8,1.0,0.9,0.4,1.8,19.2,0,0,2.1,2022,0,False,0.58,G,57.3,0.8,,G,False
Ben McLemore,POR,29,64,20,44,20.1,10.2,8.4,40.1,6.5,36.2,1.4,81.8,0.2,1.4,1.6,0.9,0.9,0.6,0.2,1.6,14.9,0,0,-5.5,2022,0,False,0.31,G,67.6,9.5,,G,False
Al Horford,BOS,35,69,46,23,29.1,10.2,8.2,46.7,3.8,33.6,1.4,84.2,1.6,6.1,7.7,3.4,0.9,0.7,1.3,1.9,29.6,15,0,5.6,2022,1,False,0.67,C-F,49.1,-9.5,,C-F,False
Cam Reddish,NYK,22,49,20,29,20.7,10.1,8.3,40.4,3.8,35.9,2.3,90.2,0.5,1.6,2.1,1.0,1.2,1.0,0.3,1.2,16.8,0,0,-4.4,2022,0,False,0.41,F-G,61.8,3.5,,F-G,False
Justin Holiday,SAC,33,74,25,49,27.8,10.1,8.9,39.4,6.5,36.7,0.8,80.6,0.4,2.2,2.6,1.7,0.9,0.8,0.4,2.1,18.5,0,0,-2.8,2022,0,False,0.34,F-G,62.4,4.4,,F-G,False
Bones Hyland,DEN,21,69,41,28,19.0,10.1,8.3,40.3,5.2,36.6,1.8,85.6,0.2,2.5,2.7,2.8,1.2,0.6,0.3,2.2,18.9,1,0,0.6,2022,0,False,0.59,G,61.5,3.1,,G,False
Isaiah Roby,OKC,24,45,10,35,21.1,10.1,7.2,51.4,2.2,44.4,2.6,67.2,1.7,3.2,4.8,1.6,1.0,0.8,0.8,2.4,22.0,4,0,-4.1,2022,0,False,0.22,F,61.4,1.1,,F,False
Devin Cannady,ORL,25,5,2,3,28.9,10.0,8.8,34.1,7.4,40.5,1.4,71.4,0.2,1.0,1.2,2.0,1.0,1.0,0.6,1.8,18.2,0,0,-2.2,2022,0,False,0.4,G,65.4,9.0,,G,False
Garrison Mathews,HOU,25,65,19,46,26.3,10.0,7.1,39.9,5.9,36.0,2.8,79.4,0.5,2.4,2.9,1.0,0.6,0.9,0.4,2.6,18.1,0,0,-3.4,2022,0,False,0.29,G,59.2,1.7,,G,False
Terrence Ross,ORL,31,63,14,49,23.0,10.0,8.8,39.7,4.2,29.2,2.1,86.2,0.3,2.2,2.6,1.8,1.2,0.4,0.2,1.1,16.5,0,0,-5.5,2022,0,False,0.22,G-F,62.5,4.3,,G-F,False
Robert Williams III,BOS,24,61,40,21,29.6,10.0,6.0,73.6,0.0,0.0,1.5,72.2,3.9,5.7,9.6,2.0,1.0,0.9,2.2,2.2,32.8,25,1,6.1,2022,0,False,0.66,C-F,48.0,-11.0,,C-F,False
Talen Horton-Tucker,LAL,21,60,23,37,25.2,10.0,9.0,41.6,3.0,26.9,2.1,80.0,0.6,2.6,3.2,2.7,1.4,1.0,0.5,2.5,20.8,1,0,-1.5,2022,0,False,0.38,G,56.6,-0.9,,G,False
Pat Connaughton,MIL,29,65,41,24,26.0,9.9,7.6,45.8,5.7,39.5,0.8,83.3,0.7,3.5,4.2,1.3,0.5,0.9,0.2,1.3,19.7,0,0,-0.4,2022,0,False,0.63,G,63.1,4.7,,G,False
Eric Bledsoe,POR,32,54,27,27,25.2,9.9,8.7,42.1,3.0,31.3,2.2,76.1,0.5,2.9,3.4,4.2,2.1,1.3,0.4,1.6,22.9,2,0,-0.7,2022,0,False,0.5,G,54.2,-3.4,,G,False
Michael Porter Jr.,DEN,23,9,5,4,29.4,9.9,11.4,35.9,5.3,20.8,1.0,55.6,1.0,5.6,6.6,1.9,1.3,1.1,0.2,1.8,23.3,1,0,6.4,2022,0,False,0.56,F,67.4,7.4,,F,False
Duane Washington Jr.,IND,22,48,12,36,20.2,9.9,8.9,40.5,4.5,37.7,1.3,75.4,0.1,1.6,1.7,1.8,1.2,0.5,0.1,1.4,15.2,0,0,-2.6,2022,0,False,0.25,G,59.1,2.1,,G,False
Nassir Little,POR,22,42,19,23,25.9,9.8,7.5,46.0,3.7,33.1,2.2,73.4,1.4,4.2,5.6,1.3,1.0,0.6,0.9,2.0,21.8,3,0,-0.5,2022,0,False,0.45,F-G,52.3,-5.6,,F-G,False
Terry Taylor,IND,22,33,7,26,21.6,9.6,6.7,61.4,1.2,31.6,1.5,70.6,2.9,2.3,5.2,1.2,0.7,0.4,0.2,1.8,19.1,2,0,-3.5,2022,0,False,0.21,F,59.0,0.5,,F,False
Alperen Sengun,HOU,19,72,18,54,20.7,9.6,7.3,47.4,1.6,24.8,3.2,71.1,1.9,3.5,5.5,2.6,2.0,0.8,0.9,3.0,23.3,8,0,-4.3,2022,0,False,0.25,C,60.2,1.3,,C,False
Herbert Jones,NOP,23,78,36,42,29.9,9.5,7.4,47.6,2.2,33.7,2.1,84.0,1.3,2.5,3.8,2.1,1.3,1.7,0.8,3.1,23.3,1,0,0.9,2022,0,False,0.46,F,57.1,-1.6,,F,False
